patient_id,sizeof_hdr,data_type,db_name,extents,session_error,regular,dim_info,dim,intent_p1,intent_p2,intent_p3,intent_code,datatype,bitpix,slice_start,pixdim,vox_offset,scl_slope,scl_inter,slice_end,slice_code,xyzt_units,cal_max,cal_min,slice_duration,toffset,glmax,glmin,descrip,aux_file,qform_code,sform_code,quatern_b,quatern_c,quatern_d,qoffset_x,qoffset_y,qoffset_z,srow_x,srow_y,srow_z,intent_name,magic
103,348,,,16384,0,r,48,"[3, 512, 512, 40, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.439453125, 0.439453125, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,3017,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,112.2802734375,45.2197265625,-63.5,"[-0.439453125, -0.0, 0.0, 112.2802734375]","[-0.0, 0.439453125, 0.0, 45.2197265625]","[0.0, -0.0, 5.0, -63.5]",,n+1
104,348,,,16384,0,r,48,"[3, 512, 512, 31, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.455078125, 0.455078125, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2151,-1024,time=--------------.---;,;SIEMENS;HeadRoutine,1,1,-0.0,1.0,-0.0,116.2724609375,51.2275390625,-207.5,"[-0.455078125, -0.0, 0.0, 116.2724609375]","[-0.0, 0.455078125, 0.0, 51.2275390625]","[0.0, -0.0, 5.0, -207.5]",,n+1
105,348,,,16384,0,r,48,"[3, 512, 512, 34, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.447265625, 0.447265625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2207,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,114.2763671875,71.7236328125,-34.0,"[-0.447265625, -0.0, 0.0, 114.2763671875]","[-0.0, 0.447265625, 0.0, 71.7236328125]","[0.0, -0.0, 5.0, -34.0]",,n+1
106,348,,,16384,0,r,48,"[3, 512, 512, 36, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.421875, 0.421875, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2940,-1022,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,107.7890625,59.7109375,-57.5,"[-0.421875, -0.0, 0.0, 107.7890625]","[-0.0, 0.421875, 0.0, 59.7109375]","[0.0, -0.0, 5.0, -57.5]",,n+1
107,348,,,16384,0,r,48,"[3, 512, 512, 37, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.41015625, 0.41015625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2835,-1024,time=--------------.---;,;SIEMENS;HeadRoutine,1,1,-0.0,1.0,-0.0,104.794921875,54.705078125,-487.0,"[-0.41015625, -0.0, 0.0, 104.794921875]","[-0.0, 0.41015625, 0.0, 54.705078125]","[0.0, -0.0, 5.0, -487.0]",,n+1
108,348,,,16384,0,r,48,"[3, 512, 512, 58, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.44140625, 0.44140625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,3067,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,112.779296875,46.220703125,-207.0,"[-0.44140625, -0.0, 0.0, 112.779296875]","[-0.0, 0.44140625, 0.0, 46.220703125]","[0.0, -0.0, 5.0, -207.0]",,n+1
109,348,,,16384,0,r,48,"[3, 512, 512, 33, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.416015625, 0.416015625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2155,-1017,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,106.2919921875,88.7080078125,-21.0,"[-0.416015625, -0.0, 0.0, 106.2919921875]","[-0.0, 0.416015625, 0.0, 88.7080078125]","[0.0, -0.0, 5.0, -21.0]",,n+1
110,348,,,16384,0,r,48,"[3, 512, 512, 33, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.453125, 0.453125, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,3071,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,115.7734375,44.7265625,-465.5,"[-0.453125, -0.0, 0.0, 115.7734375]","[-0.0, 0.453125, 0.0, 44.7265625]","[0.0, -0.0, 5.0, -465.5]",,n+1
111,348,,,16384,0,r,48,"[3, 512, 512, 39, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.4375, 0.4375, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,3071,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,111.78125,37.21875,-102.0,"[-0.4375, -0.0, 0.0, 111.78125]","[-0.0, 0.4375, 0.0, 37.21875]","[0.0, -0.0, 5.0, -102.0]",,n+1
112,348,,,16384,0,r,48,"[3, 512, 512, 38, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.37890625, 0.37890625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2625,-1019,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,96.810546875,68.189453125,-94.0,"[-0.37890625, -0.0, 0.0, 96.810546875]","[-0.0, 0.37890625, 0.0, 68.189453125]","[0.0, -0.0, 5.0, -94.0]",,n+1
113,348,,,16384,0,r,48,"[3, 512, 512, 33, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.41796875, 0.41796875, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,3070,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,106.791015625,71.208984375,-105.5,"[-0.41796875, -0.0, 0.0, 106.791015625]","[-0.0, 0.41796875, 0.0, 71.208984375]","[0.0, -0.0, 5.0, -105.5]",,n+1
114,348,,,16384,0,r,48,"[3, 512, 512, 32, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.42578125, 0.42578125, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2069,-1023,time=--------------.---;,;SIEMENS;HeadRoutine,1,1,-0.0,1.0,-0.0,108.787109375,87.212890625,-173.5,"[-0.42578125, -0.0, 0.0, 108.787109375]","[-0.0, 0.42578125, 0.0, 87.212890625]","[0.0, -0.0, 5.0, -173.5]",,n+1
115,348,,,16384,0,r,48,"[3, 512, 512, 38, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.42578125, 0.42578125, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,3065,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,108.787109375,54.712890625,-63.5,"[-0.42578125, -0.0, 0.0, 108.787109375]","[-0.0, 0.42578125, 0.0, 54.712890625]","[0.0, -0.0, 5.0, -63.5]",,n+1
116,348,,,16384,0,r,48,"[3, 512, 512, 36, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.455078125, 0.455078125, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2898,-1024,time=--------------.---;,;SIEMENS;HeadRoutine,1,1,-0.0,1.0,-0.0,116.2724609375,81.2275390625,-121.5,"[-0.455078125, -0.0, 0.0, 116.2724609375]","[-0.0, 0.455078125, 0.0, 81.2275390625]","[0.0, -0.0, 5.0, -121.5]",,n+1
117,348,,,16384,0,r,48,"[3, 512, 512, 33, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.439453125, 0.439453125, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2084,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,112.2802734375,78.7197265625,-71.5,"[-0.439453125, -0.0, 0.0, 112.2802734375]","[-0.0, 0.439453125, 0.0, 78.7197265625]","[0.0, -0.0, 5.0, -71.5]",,n+1
118,348,,,16384,0,r,48,"[3, 512, 512, 35, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.41796875, 0.41796875, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2196,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,106.791015625,59.208984375,-63.5,"[-0.41796875, -0.0, 0.0, 106.791015625]","[-0.0, 0.41796875, 0.0, 59.208984375]","[0.0, -0.0, 5.0, -63.5]",,n+1
119,348,,,16384,0,r,48,"[3, 512, 512, 36, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.48828125, 0.48828125, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2869,-1024,time=--------------.---;,;SIEMENS;HeadRoutine,1,1,-0.0,1.0,-0.0,124.755859375,56.744140625,-495.0,"[-0.48828125, -0.0, 0.0, 124.755859375]","[-0.0, 0.48828125, 0.0, 56.744140625]","[0.0, -0.0, 5.0, -495.0]",,n+1
120,348,,,16384,0,r,48,"[3, 512, 512, 35, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.3984375, 0.3984375, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,3060,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,101.80078125,47.19921875,-510.0,"[-0.3984375, -0.0, 0.0, 101.80078125]","[-0.0, 0.3984375, 0.0, 47.19921875]","[0.0, -0.0, 5.0, -510.0]",,n+1
121,348,,,16384,0,r,48,"[3, 512, 512, 35, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.41015625, 0.41015625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2036,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,104.794921875,82.205078125,-65.0,"[-0.41015625, -0.0, 0.0, 104.794921875]","[-0.0, 0.41015625, 0.0, 82.205078125]","[0.0, -0.0, 5.0, -65.0]",,n+1
122,348,,,16384,0,r,48,"[3, 512, 512, 32, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.39453125, 0.39453125, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2690,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,100.802734375,53.197265625,-72.5,"[-0.39453125, -0.0, 0.0, 100.802734375]","[-0.0, 0.39453125, 0.0, 53.197265625]","[0.0, -0.0, 5.0, -72.5]",,n+1
123,348,,,16384,0,r,48,"[3, 512, 512, 43, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.427734375, 0.427734375, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2955,-1021,time=--------------.---;,;SIEMENS;HeadRoutine,1,1,-0.0,1.0,-0.0,109.2861328125,78.2138671875,-180.5,"[-0.427734375, -0.0, 0.0, 109.2861328125]","[-0.0, 0.427734375, 0.0, 78.2138671875]","[0.0, -0.0, 5.0, -180.5]",,n+1
124,348,,,16384,0,r,48,"[3, 512, 512, 37, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.427734375, 0.427734375, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2848,-1022,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,109.2861328125,42.2138671875,-129.5,"[-0.427734375, -0.0, 0.0, 109.2861328125]","[-0.0, 0.427734375, 0.0, 42.2138671875]","[0.0, -0.0, 5.0, -129.5]",,n+1
125,348,,,16384,0,r,48,"[3, 512, 512, 43, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.44921875, 0.44921875, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,3071,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,114.775390625,68.224609375,-443.0,"[-0.44921875, -0.0, 0.0, 114.775390625]","[-0.0, 0.44921875, 0.0, 68.224609375]","[0.0, -0.0, 5.0, -443.0]",,n+1
126,348,,,16384,0,r,48,"[3, 512, 512, 34, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.390625, 0.390625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,3071,-1024,time=--------------.---;,;SIEMENS;HeadRoutine,1,1,-0.0,1.0,-0.0,99.8046875,44.6953125,-521.5,"[-0.390625, -0.0, 0.0, 99.8046875]","[-0.0, 0.390625, 0.0, 44.6953125]","[0.0, -0.0, 5.0, -521.5]",,n+1
127,348,,,16384,0,r,48,"[3, 512, 512, 36, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.390625, 0.390625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2847,-1020,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,99.8046875,14.6953125,-523.5,"[-0.390625, -0.0, 0.0, 99.8046875]","[-0.0, 0.390625, 0.0, 14.6953125]","[0.0, -0.0, 5.0, -523.5]",,n+1
128,348,,,16384,0,r,48,"[3, 512, 512, 35, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.41796875, 0.41796875, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,3031,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,106.791015625,33.208984375,-485.0,"[-0.41796875, -0.0, 0.0, 106.791015625]","[-0.0, 0.41796875, 0.0, 33.208984375]","[0.0, -0.0, 5.0, -485.0]",,n+1
129,348,,,16384,0,r,48,"[3, 512, 512, 35, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.37109375, 0.37109375, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2022,-1020,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,94.814453125,53.185546875,-116.0,"[-0.37109375, -0.0, 0.0, 94.814453125]","[-0.0, 0.37109375, 0.0, 53.185546875]","[0.0, -0.0, 5.0, -116.0]",,n+1
130,348,,,16384,0,r,48,"[3, 512, 512, 36, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.44140625, 0.44140625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2101,-1020,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,112.779296875,85.220703125,-495.0,"[-0.44140625, -0.0, 0.0, 112.779296875]","[-0.0, 0.44140625, 0.0, 85.220703125]","[0.0, -0.0, 5.0, -495.0]",,n+1
